86,X,,,31.08.2012,"asciidisco","HCR, RR","CAS und Object.observe",
85,X,,,22.08.2012,"Marc Thiele","CS, HCR, PK","Konferenzen, CSS und Twitter",
84,X,,,16.08.2012,"asciidisco","PK, RR","jQuery, Git, Informationsverwaltung und jede Menge Links",
83,X,,,10.08.2012,"","HCR, PK, RR","ECMAScript 6, @supports, WebRTC",
82,X,,,01.08.2012,"","AH, CS, HCR, KL","Wiederverwertbarkeit von CSS & Web Security",
81,X,,,29.07.2012,"Benedikt Kastl","CS, HCR, KL","Seamless Iframes, relative Fontgrößen und ein Berg Links",
80,X,,,18.07.2012,"","CS, HCR, KL, RR","X-Tag, Print Styles und IE-Basher bashen",
79,X,,,11.07.2012,"","HCR, KL, PK, RR","File System API, Chrome Apps und ein Haufen Links",
78,X,,,04.07.2012,"","CS, HCR, KL, PK","Editoren, jQuery, Yeoman, Browser",
77,X,,,27.06.2012,"","CS, PK, RR","Do not Track, IHK-Petition und Web Components",
76,X,,,23.06.2012,"asciidisco","HCR, KL","Testen, Dokumentieren und Abhängigkeiten verwalten",
75,X,,,14.06.2012,"","HCR, KL, PK","News, Links und die diesmal wirklich kürzeste Revision aller Zeiten",
74,X,,,06.06.2012,"","HCR, PK","Social-Media-Buttons, Links und die kürzeste Revision aller Zeiten",
73,X,,,01.06.2012,"","AH, CS, HCR","Von CSS Blenden, Cross-Domain-Requests und responsiven Bildern",
72,X,,,22.05.2012,"","CS, HCR, KL, PK","SASS vs. LESS & Googlebot vs. JavaScript",
71,X,,,15.05.2012,"","CS, HCR, KL","Error.stack, Physical Units & DOM Mutation Observers",
70,X,,,10.05.2012,"Frederic Hemberger","CS, HCR, KL, PK","JS Styleguides, Barrierefreiheit & Web Intents",
69,X,,,02.05.2012,"","CS, HCR, KL, PK","CSS Battle Royale – Opera",
68,X,,,30.04.2012,"Frederic Hemberger","CS, HCR, KL","Ein <dialog> aus scharfem Pink und Grunzern",
67,X,,,19.04.2012,"","CS, HCR, KL, PK","Meteor, Media Queries, Light Table",
66,X,,,13.04.2012,"","HCR, KL, PK","CSS-Variablen, Homo-Ehe und ein Werbeblock",
65,X,,,03.04.2012,"","CS, HCR, KL, PK","Infinite Transition Delays, jQuery Hooks, ECMAScript 6",
